game_date,team_short,opp_short,matchup,outcome,full_name,Player_ID,MIN,PTS,REB,AST,STL,BLK,team_game_no
"JAN 29, 2024",POR,PHI,.vs PHI,W  130-104,Toumani Camara,1641739,16,6,3,3,1,0,47
"JAN 31, 2024",POR,MIL,.vs MIL,W  119-116,Toumani Camara,1641739,23,4,4,2,2,0,48
"FEB 02, 2024",POR,DEN,@ DEN,L  108-120,Toumani Camara,1641739,24,10,2,0,2,1,49
"FEB 04, 2024",POR,DEN,@ DEN,L  103-112,Toumani Camara,1641739,23,10,6,0,0,0,50
"FEB 08, 2024",POR,DET,.vs DET,L  122-128,Toumani Camara,1641739,36,9,10,1,1,0,51
"FEB 10, 2024",POR,NOP,.vs NOP,L  84-93,Toumani Camara,1641739,20,5,3,1,1,0,52
"FEB 13, 2024",POR,MIN,.vs MIN,L  109-121,Toumani Camara,1641739,22,14,4,2,0,0,53
"FEB 15, 2024",POR,MIN,.vs MIN,L  91-128,Toumani Camara,1641739,18,13,5,2,0,2,54
"FEB 23, 2024",POR,DEN,.vs DEN,L  112-127,Toumani Camara,1641739,24,6,6,2,1,0,55
"FEB 25, 2024",POR,CHA,.vs CHA,L  80-93,Toumani Camara,1641739,18,0,3,1,0,0,56
"FEB 27, 2024",POR,MIA,.vs MIA,L  96-106,Toumani Camara,1641739,32,17,10,3,0,0,57
"MAR 01, 2024",POR,MEM,@ MEM,W  122-92,Toumani Camara,1641739,21,4,7,1,1,0,58
"MAR 02, 2024",POR,MEM,@ MEM,W  107-100,Toumani Camara,1641739,36,15,7,1,1,1,59
"NOV 08, 2023",POR,SAC,@ SAC,L  118-121,Moses Brown,1629650,5,4,3,1,0,1,8
"NOV 19, 2023",POR,OKC,.vs OKC,L  91-134,Moses Brown,1629650,7,2,1,0,1,0,13
"NOV 21, 2023",POR,PHX,@ PHX,L  107-120,Moses Brown,1629650,2,0,1,0,0,0,14
"DEC 11, 2023",POR,LAC,@ LAC,L  127-132,Moses Brown,1629650,16,6,12,0,0,0,22
"DEC 14, 2023",POR,UTA,.vs UTA,L  114-122,Moses Brown,1629650,5,0,1,0,0,0,23
"DEC 26, 2023",POR,SAC,.vs SAC,W  130-113,Moses Brown,1629650,14,0,11,0,1,1,29
"DEC 28, 2023",POR,SAS,.vs SAS,L  105-118,Moses Brown,1629650,14,4,7,0,0,0,30
"DEC 29, 2023",POR,SAS,.vs SAS,W  134-128,Moses Brown,1629650,4,0,4,0,0,0,31
"JAN 01, 2024",POR,PHX,@ PHX,L  88-109,Moses Brown,1629650,16,2,6,1,0,1,32
"MAR 01, 2024",POR,MEM,@ MEM,W  122-92,Moses Brown,1629650,9,7,1,0,0,0,58
"MAR 02, 2024",POR,MEM,@ MEM,W  107-100,Moses Brown,1629650,4,0,0,0,0,0,59
"MAR 04, 2024",POR,MIN,@ MIN,L  114-119,Moses Brown,1629650,9,2,3,2,0,1,60
"NOV 08, 2023",POR,SAC,@ SAC,L  118-121,Justin Minaya,1631303,8,0,2,0,0,0,8
"NOV 14, 2023",POR,UTA,@ UTA,L  99-115,Justin Minaya,1631303,3,0,1,0,0,0,10
"NOV 15, 2023",POR,CLE,.vs CLE,L  95-109,Justin Minaya,1631303,3,0,0,0,0,0,11
"NOV 17, 2023",POR,LAL,.vs LAL,L  95-107,Justin Minaya,1631303,5,0,0,0,0,0,12
"NOV 19, 2023",POR,OKC,.vs OKC,L  91-134,Justin Minaya,1631303,13,7,2,0,0,1,13
"DEC 08, 2023",POR,DAL,.vs DAL,L  112-125,Justin Minaya,1631303,8,0,0,0,0,0,21
"JAN 09, 2024",POR,NYK,@ NYK,L  84-112,Justin Minaya,1631303,12,3,1,1,0,1,36
"JAN 11, 2024",POR,OKC,@ OKC,L  77-139,Justin Minaya,1631303,14,4,2,1,2,1,37
"JAN 12, 2024",POR,MIN,@ MIN,L  93-116,Justin Minaya,1631303,9,3,0,2,1,1,38
"JAN 14, 2024",POR,PHX,.vs PHX,L  116-127,Justin Minaya,1631303,17,1,2,0,0,0,39
"JAN 19, 2024",POR,IND,.vs IND,W  118-115,Justin Minaya,1631303,2,0,1,0,0,0,41
"JAN 26, 2024",POR,SAS,@ SAS,L  100-116,Justin Minaya,1631303,22,0,2,1,1,1,45
"FEB 02, 2024",POR,DEN,@ DEN,L  108-120,Justin Minaya,1631303,1,0,0,0,0,0,49
"FEB 04, 2024",POR,DEN,@ DEN,L  103-112,Justin Minaya,1631303,10,0,2,1,0,0,50
"FEB 08, 2024",POR,DET,.vs DET,L  122-128,Justin Minaya,1631303,12,0,1,0,1,0,51
"FEB 10, 2024",POR,NOP,.vs NOP,L  84-93,Justin Minaya,1631303,2,0,1,0,0,0,52
"FEB 15, 2024",POR,MIN,.vs MIN,L  91-128,Justin Minaya,1631303,5,0,2,1,0,0,54
"FEB 23, 2024",POR,DEN,.vs DEN,L  112-127,Justin Minaya,1631303,2,0,1,0,0,0,55
"FEB 25, 2024",POR,CHA,.vs CHA,L  80-93,Justin Minaya,1631303,3,0,0,1,0,0,56
"MAR 04, 2024",POR,MIN,@ MIN,L  114-119,Justin Minaya,1631303,10,3,1,0,0,0,60
"NOV 12, 2023",POR,LAL,@ LAL,L  110-116,Duop Reath,1641871,14,11,3,3,0,1,9
"NOV 14, 2023",POR,UTA,@ UTA,L  99-115,Duop Reath,1641871,10,0,1,0,0,0,10
"NOV 15, 2023",POR,CLE,.vs CLE,L  95-109,Duop Reath,1641871,20,16,2,3,0,0,11
"NOV 17, 2023",POR,LAL,.vs LAL,L  95-107,Duop Reath,1641871,10,0,2,0,0,0,12
"NOV 19, 2023",POR,OKC,.vs OKC,L  91-134,Duop Reath,1641871,12,4,2,0,0,0,13
"NOV 21, 2023",POR,PHX,@ PHX,L  107-120,Duop Reath,1641871,13,10,1,1,2,0,14
"NOV 22, 2023",POR,UTA,.vs UTA,W  121-105,Duop Reath,1641871,20,8,4,1,0,1,15
"NOV 26, 2023",POR,MIL,@ MIL,L  102-108,Duop Reath,1641871,12,3,0,0,2,0,16
"NOV 27, 2023",POR,IND,@ IND,W  114-110,Duop Reath,1641871,10,4,2,1,0,0,17
"NOV 30, 2023",POR,CLE,@ CLE,W  103-95,Duop Reath,1641871,18,13,2,2,1,1,18
"DEC 02, 2023",POR,UTA,@ UTA,L  113-118,Duop Reath,1641871,14,9,1,1,0,0,19
"DEC 06, 2023",POR,GSW,@ GSW,L  106-110,Duop Reath,1641871,22,10,6,2,1,1,20
"DEC 08, 2023",POR,DAL,.vs DAL,L  112-125,Duop Reath,1641871,21,10,6,1,2,0,21
"DEC 11, 2023",POR,LAC,@ LAC,L  127-132,Duop Reath,1641871,26,10,3,4,1,0,22
"DEC 14, 2023",POR,UTA,.vs UTA,L  114-122,Duop Reath,1641871,13,15,5,0,1,1,23
"DEC 16, 2023",POR,DAL,.vs DAL,L  120-131,Duop Reath,1641871,15,11,5,1,0,0,24
"DEC 19, 2023",POR,PHX,.vs PHX,W  109-104,Duop Reath,1641871,4,3,2,0,1,0,26
"DEC 21, 2023",POR,WAS,.vs WAS,L  117-118,Duop Reath,1641871,10,10,5,0,0,1,27
"DEC 23, 2023",POR,GSW,@ GSW,L  106-126,Duop Reath,1641871,9,0,1,0,0,0,28
"DEC 26, 2023",POR,SAC,.vs SAC,W  130-113,Duop Reath,1641871,32,25,9,0,1,1,29
"JAN 03, 2024",POR,DAL,@ DAL,L  97-126,Duop Reath,1641871,6,2,2,1,0,0,33
"JAN 05, 2024",POR,DAL,@ DAL,L  103-139,Duop Reath,1641871,27,16,7,2,0,0,34
"JAN 07, 2024",POR,BKN,@ BKN,W  134-127,Duop Reath,1641871,41,15,13,1,1,3,35
"JAN 09, 2024",POR,NYK,@ NYK,L  84-112,Duop Reath,1641871,21,7,6,0,0,0,36
"JAN 11, 2024",POR,OKC,@ OKC,L  77-139,Duop Reath,1641871,24,8,7,2,0,1,37
"JAN 12, 2024",POR,MIN,@ MIN,L  93-116,Duop Reath,1641871,24,14,6,0,1,1,38
"JAN 14, 2024",POR,PHX,.vs PHX,L  116-127,Duop Reath,1641871,39,17,6,1,2,1,39
"JAN 17, 2024",POR,BKN,.vs BKN,W  105-103,Duop Reath,1641871,25,17,7,3,0,0,40
"JAN 19, 2024",POR,IND,.vs IND,W  118-115,Duop Reath,1641871,18,3,5,2,0,2,41
"JAN 21, 2024",POR,LAL,@ LAL,L  110-134,Duop Reath,1641871,22,16,3,4,0,1,42
"JAN 23, 2024",POR,OKC,@ OKC,L  109-111,Duop Reath,1641871,21,10,4,3,1,1,43
"JAN 24, 2024",POR,HOU,@ HOU,W  137-131,Duop Reath,1641871,12,9,2,2,0,0,44
"JAN 26, 2024",POR,SAS,@ SAS,L  100-116,Duop Reath,1641871,13,3,3,0,0,0,45
"JAN 28, 2024",POR,CHI,.vs CHI,L  96-104,Duop Reath,1641871,11,3,3,0,0,0,46
"JAN 29, 2024",POR,PHI,.vs PHI,W  130-104,Duop Reath,1641871,12,5,1,1,0,0,47
"JAN 31, 2024",POR,MIL,.vs MIL,W  119-116,Duop Reath,1641871,13,10,4,1,1,0,48
"FEB 02, 2024",POR,DEN,@ DEN,L  108-120,Duop Reath,1641871,21,10,4,1,1,1,49
"FEB 04, 2024",POR,DEN,@ DEN,L  103-112,Duop Reath,1641871,13,8,1,1,0,0,50
"FEB 13, 2024",POR,MIN,.vs MIN,L  109-121,Duop Reath,1641871,13,6,3,0,1,1,53
"FEB 15, 2024",POR,MIN,.vs MIN,L  91-128,Duop Reath,1641871,17,6,3,0,0,0,54
"FEB 23, 2024",POR,DEN,.vs DEN,L  112-127,Duop Reath,1641871,13,8,6,1,1,2,55
"FEB 25, 2024",POR,CHA,.vs CHA,L  80-93,Duop Reath,1641871,13,7,1,0,0,1,56
"FEB 27, 2024",POR,MIA,.vs MIA,L  96-106,Duop Reath,1641871,13,0,3,0,0,0,57
"MAR 01, 2024",POR,MEM,@ MEM,W  122-92,Duop Reath,1641871,23,18,5,1,2,2,58
"MAR 02, 2024",POR,MEM,@ MEM,W  107-100,Duop Reath,1641871,24,12,6,1,0,3,59
"MAR 04, 2024",POR,MIN,@ MIN,L  114-119,Duop Reath,1641871,39,26,3,1,1,1,60
"MAR 06, 2024",POR,OKC,.vs OKC,L  120-128,Duop Reath,1641871,31,16,5,1,1,0,61
"FEB 10, 2024",POR,NOP,.vs NOP,L  84-93,Dalano Banton,1630625,25,12,3,3,0,0,52
"FEB 13, 2024",POR,MIN,.vs MIN,L  109-121,Dalano Banton,1630625,26,16,5,3,1,0,53
"FEB 15, 2024",POR,MIN,.vs MIN,L  91-128,Dalano Banton,1630625,18,4,2,0,2,0,54
"FEB 23, 2024",POR,DEN,.vs DEN,L  112-127,Dalano Banton,1630625,20,14,1,3,0,0,55
"FEB 25, 2024",POR,CHA,.vs CHA,L  80-93,Dalano Banton,1630625,9,7,6,0,0,0,56
"FEB 27, 2024",POR,MIA,.vs MIA,L  96-106,Dalano Banton,1630625,5,0,0,1,0,1,57
"MAR 01, 2024",POR,MEM,@ MEM,W  122-92,Dalano Banton,1630625,20,19,7,3,1,2,58
"MAR 02, 2024",POR,MEM,@ MEM,W  107-100,Dalano Banton,1630625,13,10,3,0,1,0,59
"MAR 04, 2024",POR,MIN,@ MIN,L  114-119,Dalano Banton,1630625,33,18,7,4,0,0,60
"MAR 06, 2024",POR,OKC,.vs OKC,L  120-128,Dalano Banton,1630625,29,13,5,5,0,1,61
"OCT 25, 2023",SAC,UTA,@ UTA,W  130-114,JaVale McGee,201580,13,8,1,1,0,1,1
"OCT 27, 2023",SAC,GSW,.vs GSW,L  114-122,JaVale McGee,201580,12,7,4,0,0,0,2
"OCT 29, 2023",SAC,LAL,.vs LAL,W  132-127,JaVale McGee,201580,15,4,0,0,1,1,3
"NOV 01, 2023",SAC,GSW,@ GSW,L  101-102,JaVale McGee,201580,10,6,6,0,0,1,4
"NOV 04, 2023",SAC,HOU,@ HOU,L  89-107,JaVale McGee,201580,15,12,6,0,0,0,5
"NOV 06, 2023",SAC,HOU,@ HOU,L  97-122,JaVale McGee,201580,10,10,3,0,0,0,6
"NOV 13, 2023",SAC,CLE,.vs CLE,W  132-120,JaVale McGee,201580,7,2,4,1,0,0,9
"NOV 15, 2023",SAC,LAL,@ LAL,W  125-110,JaVale McGee,201580,9,7,6,1,2,0,10
"NOV 17, 2023",SAC,SAS,@ SAS,W  129-120,JaVale McGee,201580,8,4,0,1,0,0,11
"NOV 19, 2023",SAC,DAL,@ DAL,W  129-113,JaVale McGee,201580,9,6,7,1,1,1,12
"NOV 20, 2023",SAC,NOP,@ NOP,L  93-129,JaVale McGee,201580,13,10,7,1,0,2,13
"NOV 22, 2023",SAC,NOP,@ NOP,L  112-117,JaVale McGee,201580,5,0,1,0,0,0,14
"NOV 24, 2023",SAC,MIN,@ MIN,W  124-111,JaVale McGee,201580,8,4,6,1,0,0,15
"NOV 28, 2023",SAC,GSW,.vs GSW,W  124-123,JaVale McGee,201580,5,1,1,0,0,2,16
"NOV 29, 2023",SAC,LAC,.vs LAC,L  117-131,JaVale McGee,201580,5,2,5,0,0,0,17
"DEC 02, 2023",SAC,DEN,.vs DEN,W  123-117,JaVale McGee,201580,12,8,4,0,0,3,18
"DEC 04, 2023",SAC,NOP,.vs NOP,L  117-127,JaVale McGee,201580,4,0,1,0,1,0,19
"DEC 08, 2023",SAC,PHX,@ PHX,W  114-106,JaVale McGee,201580,7,0,1,0,0,0,20
"DEC 11, 2023",SAC,BKN,.vs BKN,W  131-118,JaVale McGee,201580,8,0,3,2,0,0,21
"DEC 12, 2023",SAC,LAC,@ LAC,L  99-119,JaVale McGee,201580,6,6,1,0,0,0,22
"DEC 14, 2023",SAC,OKC,.vs OKC,W  128-123,JaVale McGee,201580,4,2,2,0,0,0,23
"DEC 16, 2023",SAC,UTA,.vs UTA,W  125-104,JaVale McGee,201580,4,4,0,0,0,0,24
"DEC 20, 2023",SAC,BOS,.vs BOS,L  119-144,JaVale McGee,201580,12,4,3,1,0,4,26
"DEC 22, 2023",SAC,PHX,.vs PHX,W  120-105,JaVale McGee,201580,10,5,1,0,0,0,27
"DEC 23, 2023",SAC,MIN,.vs MIN,L  98-110,JaVale McGee,201580,9,7,2,1,1,1,28
"DEC 26, 2023",SAC,POR,@ POR,L  113-130,JaVale McGee,201580,5,4,1,1,0,0,29
"DEC 31, 2023",SAC,MEM,@ MEM,W  123-92,JaVale McGee,201580,4,0,2,0,0,1,31
"JAN 03, 2024",SAC,ORL,.vs ORL,W  138-135,JaVale McGee,201580,8,5,2,0,1,0,33
"JAN 05, 2024",SAC,TOR,.vs TOR,W  135-130,JaVale McGee,201580,7,6,2,1,0,0,34
"JAN 07, 2024",SAC,NOP,.vs NOP,L  100-133,JaVale McGee,201580,6,0,1,1,0,0,35
"JAN 10, 2024",SAC,CHA,@ CHA,W  123-98,JaVale McGee,201580,5,8,7,0,0,0,37
"JAN 12, 2024",SAC,PHI,@ PHI,L  93-112,JaVale McGee,201580,5,2,5,0,0,1,38
"JAN 22, 2024",SAC,ATL,.vs ATL,W  122-107,JaVale McGee,201580,10,7,3,0,1,1,42
"JAN 27, 2024",SAC,DAL,@ DAL,W  120-115,JaVale McGee,201580,10,6,2,0,1,0,44
"JAN 29, 2024",SAC,MEM,@ MEM,W  103-94,JaVale McGee,201580,10,8,4,0,0,0,45
"JAN 31, 2024",SAC,MIA,@ MIA,L  106-115,JaVale McGee,201580,6,4,4,0,0,0,46
"FEB 03, 2024",SAC,CHI,@ CHI,W  123-115,JaVale McGee,201580,7,2,1,0,0,0,48
"FEB 05, 2024",SAC,CLE,@ CLE,L  110-136,JaVale McGee,201580,6,0,2,0,0,0,49
"FEB 09, 2024",SAC,DEN,.vs DEN,W  135-106,JaVale McGee,201580,3,0,1,0,0,0,51
"OCT 25, 2023",SAC,UTA,@ UTA,W  130-114,Harrison Barnes,203084,33,33,4,2,1,0,1
"OCT 27, 2023",SAC,GSW,.vs GSW,L  114-122,Harrison Barnes,203084,30,10,4,1,1,0,2
"OCT 29, 2023",SAC,LAL,.vs LAL,W  132-127,Harrison Barnes,203084,39,8,2,2,0,1,3
"NOV 01, 2023",SAC,GSW,@ GSW,L  101-102,Harrison Barnes,203084,31,14,1,1,1,0,4
"NOV 04, 2023",SAC,HOU,@ HOU,L  89-107,Harrison Barnes,203084,32,13,3,0,0,0,5
"NOV 06, 2023",SAC,HOU,@ HOU,L  97-122,Harrison Barnes,203084,22,3,0,1,0,0,6
"NOV 08, 2023",SAC,POR,.vs POR,W  121-118,Harrison Barnes,203084,36,12,5,0,1,0,7
"NOV 10, 2023",SAC,OKC,.vs OKC,W  105-98,Harrison Barnes,203084,26,4,4,1,0,0,8
"NOV 13, 2023",SAC,CLE,.vs CLE,W  132-120,Harrison Barnes,203084,22,4,5,3,0,0,9
"NOV 15, 2023",SAC,LAL,@ LAL,W  125-110,Harrison Barnes,203084,39,13,1,2,4,0,10
"NOV 17, 2023",SAC,SAS,@ SAS,W  129-120,Harrison Barnes,203084,26,7,2,1,1,0,11
"NOV 19, 2023",SAC,DAL,@ DAL,W  129-113,Harrison Barnes,203084,34,12,4,6,1,0,12
"NOV 20, 2023",SAC,NOP,@ NOP,L  93-129,Harrison Barnes,203084,30,16,4,0,1,0,13
"NOV 22, 2023",SAC,NOP,@ NOP,L  112-117,Harrison Barnes,203084,41,22,3,0,0,0,14
"NOV 24, 2023",SAC,MIN,@ MIN,W  124-111,Harrison Barnes,203084,33,18,4,2,1,0,15
"NOV 28, 2023",SAC,GSW,.vs GSW,W  124-123,Harrison Barnes,203084,26,12,4,1,1,1,16
"NOV 29, 2023",SAC,LAC,.vs LAC,L  117-131,Harrison Barnes,203084,34,9,5,4,1,0,17
"DEC 02, 2023",SAC,DEN,.vs DEN,W  123-117,Harrison Barnes,203084,33,11,3,0,0,0,18
"DEC 04, 2023",SAC,NOP,.vs NOP,L  117-127,Harrison Barnes,203084,34,4,4,1,1,1,19
"DEC 08, 2023",SAC,PHX,@ PHX,W  114-106,Harrison Barnes,203084,32,9,8,2,1,0,20
"DEC 11, 2023",SAC,BKN,.vs BKN,W  131-118,Harrison Barnes,203084,27,14,2,1,0,1,21
"DEC 12, 2023",SAC,LAC,@ LAC,L  99-119,Harrison Barnes,203084,19,2,1,1,0,0,22
"DEC 14, 2023",SAC,OKC,.vs OKC,W  128-123,Harrison Barnes,203084,21,5,3,2,0,0,23
"DEC 16, 2023",SAC,UTA,.vs UTA,W  125-104,Harrison Barnes,203084,33,16,4,2,1,0,24
"DEC 18, 2023",SAC,WAS,.vs WAS,W  143-131,Harrison Barnes,203084,34,19,0,0,1,0,25
"DEC 20, 2023",SAC,BOS,.vs BOS,L  119-144,Harrison Barnes,203084,30,10,4,3,0,0,26
"DEC 22, 2023",SAC,PHX,.vs PHX,W  120-105,Harrison Barnes,203084,37,19,1,0,2,1,27
"DEC 23, 2023",SAC,MIN,.vs MIN,L  98-110,Harrison Barnes,203084,31,12,3,1,0,0,28
"DEC 26, 2023",SAC,POR,@ POR,L  113-130,Harrison Barnes,203084,36,9,5,1,1,0,29
"DEC 29, 2023",SAC,ATL,@ ATL,W  117-110,Harrison Barnes,203084,12,2,0,0,0,0,30
"DEC 31, 2023",SAC,MEM,@ MEM,W  123-92,Harrison Barnes,203084,20,11,2,0,0,1,31
"JAN 02, 2024",SAC,CHA,.vs CHA,L  104-111,Harrison Barnes,203084,24,3,1,1,2,0,32
"JAN 03, 2024",SAC,ORL,.vs ORL,W  138-135,Harrison Barnes,203084,36,17,3,1,1,0,33
"JAN 05, 2024",SAC,TOR,.vs TOR,W  135-130,Harrison Barnes,203084,34,16,4,2,0,0,34
"JAN 07, 2024",SAC,NOP,.vs NOP,L  100-133,Harrison Barnes,203084,22,10,1,0,1,0,35
"JAN 09, 2024",SAC,DET,@ DET,W  131-110,Harrison Barnes,203084,14,0,1,1,0,0,36
"JAN 10, 2024",SAC,CHA,@ CHA,W  123-98,Harrison Barnes,203084,22,6,2,1,0,0,37
"JAN 12, 2024",SAC,PHI,@ PHI,L  93-112,Harrison Barnes,203084,21,4,2,0,1,0,38
"JAN 14, 2024",SAC,MIL,@ MIL,L  142-143,Harrison Barnes,203084,32,14,1,1,1,0,39
"JAN 16, 2024",SAC,PHX,@ PHX,L  117-119,Harrison Barnes,203084,34,8,3,3,0,0,40
"JAN 18, 2024",SAC,IND,.vs IND,L  121-126,Harrison Barnes,203084,22,2,1,1,0,0,41
"JAN 22, 2024",SAC,ATL,.vs ATL,W  122-107,Harrison Barnes,203084,30,32,4,0,1,0,42
"JAN 25, 2024",SAC,GSW,@ GSW,W  134-133,Harrison Barnes,203084,40,39,4,0,2,1,43
"JAN 27, 2024",SAC,DAL,@ DAL,W  120-115,Harrison Barnes,203084,38,20,6,3,1,1,44
"JAN 29, 2024",SAC,MEM,@ MEM,W  103-94,Harrison Barnes,203084,35,12,3,4,0,0,45
"JAN 31, 2024",SAC,MIA,@ MIA,L  106-115,Harrison Barnes,203084,37,9,5,1,0,0,46
"FEB 02, 2024",SAC,IND,@ IND,W  133-122,Harrison Barnes,203084,37,22,4,1,3,0,47
"FEB 03, 2024",SAC,CHI,@ CHI,W  123-115,Harrison Barnes,203084,35,11,1,0,1,0,48
"FEB 05, 2024",SAC,CLE,@ CLE,L  110-136,Harrison Barnes,203084,30,22,1,0,1,0,49
"FEB 07, 2024",SAC,DET,.vs DET,L  120-133,Harrison Barnes,203084,24,8,4,0,1,0,50
"FEB 09, 2024",SAC,DEN,.vs DEN,W  135-106,Harrison Barnes,203084,21,9,2,2,1,0,51
"FEB 11, 2024",SAC,OKC,@ OKC,L  113-127,Harrison Barnes,203084,21,14,1,0,0,0,52
"FEB 13, 2024",SAC,PHX,@ PHX,L  125-130,Harrison Barnes,203084,37,9,5,0,0,0,53
"FEB 14, 2024",SAC,DEN,@ DEN,W  102-98,Harrison Barnes,203084,33,20,5,0,0,1,54
"FEB 22, 2024",SAC,SAS,.vs SAS,W  127-122,Harrison Barnes,203084,17,5,4,0,1,0,55
"FEB 25, 2024",SAC,LAC,@ LAC,W  123-107,Harrison Barnes,203084,36,22,2,1,1,0,56
"FEB 26, 2024",SAC,MIA,.vs MIA,L  110-121,Harrison Barnes,203084,20,10,2,0,1,0,57
"FEB 28, 2024",SAC,DEN,@ DEN,L  96-117,Harrison Barnes,203084,19,7,4,3,0,0,58
"MAR 01, 2024",SAC,MIN,@ MIN,W  124-120,Harrison Barnes,203084,41,14,2,0,1,0,59
"MAR 04, 2024",SAC,CHI,.vs CHI,L  109-113,Harrison Barnes,203084,25,10,1,1,1,0,60
"MAR 06, 2024",SAC,LAL,@ LAL,W  130-120,Harrison Barnes,203084,15,11,0,0,0,1,61
"OCT 25, 2023",SAC,UTA,@ UTA,W  130-114,Alex Len,203458,2,0,0,0,0,0,1
"NOV 04, 2023",SAC,HOU,@ HOU,L  89-107,Alex Len,203458,3,0,1,0,0,0,5
"NOV 06, 2023",SAC,HOU,@ HOU,L  97-122,Alex Len,203458,8,0,3,1,0,1,6
"NOV 08, 2023",SAC,POR,.vs POR,W  121-118,Alex Len,203458,13,10,6,1,1,2,7
"NOV 10, 2023",SAC,OKC,.vs OKC,W  105-98,Alex Len,203458,10,3,6,0,0,2,8
"NOV 13, 2023",SAC,CLE,.vs CLE,W  132-120,Alex Len,203458,6,2,0,3,0,0,9
"DEC 26, 2023",SAC,POR,@ POR,L  113-130,Alex Len,203458,2,0,0,0,0,0,29
"DEC 29, 2023",SAC,ATL,@ ATL,W  117-110,Alex Len,203458,13,2,4,4,0,0,30
"DEC 31, 2023",SAC,MEM,@ MEM,W  123-92,Alex Len,203458,12,0,9,1,0,1,31
"JAN 02, 2024",SAC,CHA,.vs CHA,L  104-111,Alex Len,203458,13,3,4,3,0,0,32
"JAN 07, 2024",SAC,NOP,.vs NOP,L  100-133,Alex Len,203458,10,0,1,3,1,0,35
"JAN 09, 2024",SAC,DET,@ DET,W  131-110,Alex Len,203458,10,6,3,0,0,1,36
"JAN 10, 2024",SAC,CHA,@ CHA,W  123-98,Alex Len,203458,16,8,10,1,1,1,37
"JAN 12, 2024",SAC,PHI,@ PHI,L  93-112,Alex Len,203458,8,2,4,1,0,0,38
"JAN 14, 2024",SAC,MIL,@ MIL,L  142-143,Alex Len,203458,11,4,5,1,0,0,39
"JAN 16, 2024",SAC,PHX,@ PHX,L  117-119,Alex Len,203458,8,0,0,0,0,0,40
"JAN 18, 2024",SAC,IND,.vs IND,L  121-126,Alex Len,203458,5,0,0,0,0,0,41
"FEB 05, 2024",SAC,CLE,@ CLE,L  110-136,Alex Len,203458,3,0,0,1,0,0,49
"FEB 09, 2024",SAC,DEN,.vs DEN,W  135-106,Alex Len,203458,15,11,2,1,1,0,51
"FEB 11, 2024",SAC,OKC,@ OKC,L  113-127,Alex Len,203458,3,0,1,1,1,0,52
"FEB 13, 2024",SAC,PHX,@ PHX,L  125-130,Alex Len,203458,7,0,3,0,1,0,53
"FEB 14, 2024",SAC,DEN,@ DEN,W  102-98,Alex Len,203458,6,2,3,0,0,1,54
"FEB 22, 2024",SAC,SAS,.vs SAS,W  127-122,Alex Len,203458,14,4,4,0,0,2,55
"FEB 28, 2024",SAC,DEN,@ DEN,L  96-117,Alex Len,203458,16,4,2,0,2,2,58
"MAR 01, 2024",SAC,MIN,@ MIN,W  124-120,Alex Len,203458,5,4,2,1,0,0,59
"MAR 04, 2024",SAC,CHI,.vs CHI,L  109-113,Alex Len,203458,10,4,4,0,0,2,60
"MAR 06, 2024",SAC,LAL,@ LAL,W  130-120,Alex Len,203458,10,0,3,0,0,0,61
"OCT 25, 2023",SAC,UTA,@ UTA,W  130-114,Domantas Sabonis,1627734,32,22,12,5,1,2,1
"OCT 27, 2023",SAC,GSW,.vs GSW,L  114-122,Domantas Sabonis,1627734,36,19,18,7,3,0,2
"OCT 29, 2023",SAC,LAL,.vs LAL,W  132-127,Domantas Sabonis,1627734,34,12,15,5,1,0,3
"NOV 01, 2023",SAC,GSW,@ GSW,L  101-102,Domantas Sabonis,1627734,37,23,11,8,0,0,4
"NOV 04, 2023",SAC,HOU,@ HOU,L  89-107,Domantas Sabonis,1627734,31,11,15,4,1,2,5
"NOV 06, 2023",SAC,HOU,@ HOU,L  97-122,Domantas Sabonis,1627734,30,8,8,5,0,0,6
"NOV 08, 2023",SAC,POR,.vs POR,W  121-118,Domantas Sabonis,1627734,40,27,11,9,1,1,7
"NOV 10, 2023",SAC,OKC,.vs OKC,W  105-98,Domantas Sabonis,1627734,38,17,13,13,1,2,8
"NOV 13, 2023",SAC,CLE,.vs CLE,W  132-120,Domantas Sabonis,1627734,35,23,9,10,0,2,9
"NOV 15, 2023",SAC,LAL,@ LAL,W  125-110,Domantas Sabonis,1627734,39,29,16,7,3,1,10
"NOV 17, 2023",SAC,SAS,@ SAS,W  129-120,Domantas Sabonis,1627734,35,27,14,7,0,1,11
"NOV 19, 2023",SAC,DAL,@ DAL,W  129-113,Domantas Sabonis,1627734,35,32,13,6,0,0,12
"NOV 20, 2023",SAC,NOP,@ NOP,L  93-129,Domantas Sabonis,1627734,31,10,10,8,0,0,13
"NOV 22, 2023",SAC,NOP,@ NOP,L  112-117,Domantas Sabonis,1627734,36,23,9,6,0,1,14
"NOV 24, 2023",SAC,MIN,@ MIN,W  124-111,Domantas Sabonis,1627734,39,15,11,5,2,3,15
"NOV 28, 2023",SAC,GSW,.vs GSW,W  124-123,Domantas Sabonis,1627734,37,9,8,10,1,0,16
"NOV 29, 2023",SAC,LAC,.vs LAC,L  117-131,Domantas Sabonis,1627734,31,11,5,3,0,0,17
"DEC 02, 2023",SAC,DEN,.vs DEN,W  123-117,Domantas Sabonis,1627734,36,17,15,7,1,0,18
