game_date,team_short,opp_short,matchup,outcome,full_name,Player_ID,MIN,PTS,REB,AST,STL,BLK,team_game_no
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,Clint Capela,203991,29,15,13,0,1,0,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,Clint Capela,203991,28,13,13,2,0,1,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Clint Capela,203991,23,12,12,1,1,0,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,Clint Capela,203991,23,2,5,1,0,5,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,Clint Capela,203991,21,10,11,0,1,0,5
"NOV 04, 2023",ATL,NOP,@ NOP,W  123-105,Clint Capela,203991,28,17,7,0,0,2,6
"NOV 06, 2023",ATL,OKC,@ OKC,L  117-126,Clint Capela,203991,21,6,12,0,1,2,7
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,Clint Capela,203991,26,6,11,4,0,1,8
"NOV 11, 2023",ATL,MIA,.vs MIA,L  109-117,Clint Capela,203991,24,8,12,0,1,2,9
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,Clint Capela,203991,27,8,8,1,2,3,10
"NOV 15, 2023",ATL,NYK,.vs NYK,L  114-116,Clint Capela,203991,26,8,3,1,2,2,11
"NOV 17, 2023",ATL,PHI,.vs PHI,L  116-126,Clint Capela,203991,29,17,11,2,1,1,12
"NOV 21, 2023",ATL,IND,.vs IND,L  152-157,Clint Capela,203991,19,14,5,1,0,2,13
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,Clint Capela,203991,27,14,15,0,0,3,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Clint Capela,203991,18,12,11,1,0,0,15
"NOV 26, 2023",ATL,BOS,@ BOS,L  103-113,Clint Capela,203991,21,4,8,1,1,2,16
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,Clint Capela,203991,22,14,9,0,2,2,17
"NOV 30, 2023",ATL,SAS,@ SAS,W  137-135,Clint Capela,203991,23,12,9,1,0,1,18
"DEC 02, 2023",ATL,MIL,@ MIL,L  121-132,Clint Capela,203991,30,10,17,4,1,3,19
"DEC 06, 2023",ATL,BKN,.vs BKN,L  113-114,Clint Capela,203991,29,9,12,1,0,2,20
"DEC 08, 2023",ATL,PHI,@ PHI,L  114-125,Clint Capela,203991,30,15,16,2,0,1,21
"DEC 11, 2023",ATL,DEN,.vs DEN,L  122-129,Clint Capela,203991,28,14,8,2,1,0,22
"DEC 13, 2023",ATL,TOR,@ TOR,L  128-135,Clint Capela,203991,34,17,10,1,0,3,23
"DEC 15, 2023",ATL,TOR,@ TOR,W  125-104,Clint Capela,203991,35,18,15,0,0,3,24
"DEC 18, 2023",ATL,DET,.vs DET,W  130-124,Clint Capela,203991,28,17,15,2,1,3,26
"DEC 20, 2023",ATL,HOU,@ HOU,W  134-127,Clint Capela,203991,21,15,9,2,2,1,27
"DEC 22, 2023",ATL,MIA,@ MIA,L  113-122,Clint Capela,203991,28,8,10,0,0,0,28
"DEC 23, 2023",ATL,MEM,.vs MEM,L  119-125,Clint Capela,203991,30,20,12,1,0,2,29
"DEC 26, 2023",ATL,CHI,@ CHI,L  113-118,Clint Capela,203991,27,13,5,1,0,1,30
"DEC 29, 2023",ATL,SAC,.vs SAC,L  110-117,Clint Capela,203991,28,12,12,3,1,2,31
"DEC 31, 2023",ATL,WAS,@ WAS,W  130-126,Clint Capela,203991,33,11,17,3,1,1,32
"JAN 03, 2024",ATL,OKC,.vs OKC,W  141-138,Clint Capela,203991,25,12,14,0,0,3,33
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Clint Capela,203991,19,9,7,0,0,1,34
"JAN 07, 2024",ATL,ORL,@ ORL,L  110-117,Clint Capela,203991,36,4,12,0,3,2,35
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,Clint Capela,203991,22,7,5,1,1,1,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,Clint Capela,203991,24,4,8,0,0,1,38
"JAN 15, 2024",ATL,SAS,.vs SAS,W  109-99,Clint Capela,203991,25,13,12,0,0,4,39
"JAN 17, 2024",ATL,ORL,.vs ORL,W  106-104,Clint Capela,203991,27,12,3,0,1,0,40
"JAN 19, 2024",ATL,MIA,@ MIA,W  109-108,Clint Capela,203991,22,9,11,0,0,1,41
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,Clint Capela,203991,22,6,9,0,1,2,42
"JAN 22, 2024",ATL,SAC,@ SAC,L  107-122,Clint Capela,203991,22,11,12,1,0,2,43
"JAN 24, 2024",ATL,GSW,@ GSW,L  112-134,Clint Capela,203991,25,11,11,1,0,1,44
"JAN 26, 2024",ATL,DAL,.vs DAL,L  143-148,Clint Capela,203991,25,10,8,2,0,1,45
"JAN 28, 2024",ATL,TOR,.vs TOR,W  126-125,Clint Capela,203991,28,19,14,0,0,1,46
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,Clint Capela,203991,24,13,12,1,1,1,47
"FEB 02, 2024",ATL,PHX,.vs PHX,W  129-120,Clint Capela,203991,21,11,10,0,0,0,48
"FEB 03, 2024",ATL,GSW,.vs GSW,W  141-134,Clint Capela,203991,25,17,15,2,0,0,49
"FEB 23, 2024",ATL,TOR,.vs TOR,L  121-123,Clint Capela,203991,19,5,7,1,0,1,56
"FEB 25, 2024",ATL,ORL,.vs ORL,W  109-92,Clint Capela,203991,17,4,7,0,0,0,57
"FEB 27, 2024",ATL,UTA,.vs UTA,W  124-97,Clint Capela,203991,25,9,13,0,1,3,58
"FEB 29, 2024",ATL,BKN,@ BKN,L  97-124,Clint Capela,203991,21,7,6,1,0,4,59
"MAR 02, 2024",ATL,BKN,@ BKN,L  102-114,Clint Capela,203991,24,11,10,2,1,0,60
"MAR 05, 2024",ATL,NYK,@ NYK,W  116-100,Clint Capela,203991,25,13,9,3,0,1,61
"MAR 06, 2024",ATL,CLE,.vs CLE,W  112-101,Clint Capela,203991,23,8,9,3,0,0,62
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,Bogdan Bogdanovic,203992,24,7,4,4,3,0,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,Bogdan Bogdanovic,203992,26,16,1,3,1,0,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Bogdan Bogdanovic,203992,26,17,1,6,2,0,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,Bogdan Bogdanovic,203992,20,8,1,4,1,0,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,Bogdan Bogdanovic,203992,23,12,3,1,1,1,5
"NOV 04, 2023",ATL,NOP,@ NOP,W  123-105,Bogdan Bogdanovic,203992,21,10,5,2,1,2,6
"NOV 06, 2023",ATL,OKC,@ OKC,L  117-126,Bogdan Bogdanovic,203992,27,17,2,3,2,0,7
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,Bogdan Bogdanovic,203992,29,15,4,3,3,0,8
"NOV 11, 2023",ATL,MIA,.vs MIA,L  109-117,Bogdan Bogdanovic,203992,29,15,3,1,0,0,9
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,Bogdan Bogdanovic,203992,34,17,3,3,0,1,10
"NOV 15, 2023",ATL,NYK,.vs NYK,L  114-116,Bogdan Bogdanovic,203992,29,28,3,3,2,1,11
"NOV 17, 2023",ATL,PHI,.vs PHI,L  116-126,Bogdan Bogdanovic,203992,24,13,2,3,3,0,12
"NOV 21, 2023",ATL,IND,.vs IND,L  152-157,Bogdan Bogdanovic,203992,26,26,2,0,0,0,13
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,Bogdan Bogdanovic,203992,26,14,4,3,1,1,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Bogdan Bogdanovic,203992,21,15,3,1,1,0,15
"NOV 26, 2023",ATL,BOS,@ BOS,L  103-113,Bogdan Bogdanovic,203992,32,23,7,0,1,0,16
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,Bogdan Bogdanovic,203992,31,18,6,1,2,0,17
"NOV 30, 2023",ATL,SAS,@ SAS,W  137-135,Bogdan Bogdanovic,203992,32,14,2,3,2,0,18
"DEC 02, 2023",ATL,MIL,@ MIL,L  121-132,Bogdan Bogdanovic,203992,25,14,3,0,2,1,19
"DEC 06, 2023",ATL,BKN,.vs BKN,L  113-114,Bogdan Bogdanovic,203992,27,20,4,1,0,0,20
"DEC 08, 2023",ATL,PHI,@ PHI,L  114-125,Bogdan Bogdanovic,203992,39,20,9,2,1,0,21
"DEC 11, 2023",ATL,DEN,.vs DEN,L  122-129,Bogdan Bogdanovic,203992,36,40,3,3,2,0,22
"DEC 13, 2023",ATL,TOR,@ TOR,L  128-135,Bogdan Bogdanovic,203992,32,20,3,5,4,0,23
"DEC 15, 2023",ATL,TOR,@ TOR,W  125-104,Bogdan Bogdanovic,203992,33,20,3,6,0,0,24
"DEC 20, 2023",ATL,HOU,@ HOU,W  134-127,Bogdan Bogdanovic,203992,30,22,4,5,1,1,27
"DEC 22, 2023",ATL,MIA,@ MIA,L  113-122,Bogdan Bogdanovic,203992,35,23,2,5,1,0,28
"DEC 23, 2023",ATL,MEM,.vs MEM,L  119-125,Bogdan Bogdanovic,203992,34,16,4,3,0,0,29
"DEC 26, 2023",ATL,CHI,@ CHI,L  113-118,Bogdan Bogdanovic,203992,31,22,3,1,0,0,30
"DEC 29, 2023",ATL,SAC,.vs SAC,L  110-117,Bogdan Bogdanovic,203992,27,12,4,5,0,0,31
"DEC 31, 2023",ATL,WAS,@ WAS,W  130-126,Bogdan Bogdanovic,203992,27,12,1,1,0,0,32
"JAN 03, 2024",ATL,OKC,.vs OKC,W  141-138,Bogdan Bogdanovic,203992,28,23,1,4,1,0,33
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Bogdan Bogdanovic,203992,23,16,4,3,2,0,34
"JAN 07, 2024",ATL,ORL,@ ORL,L  110-117,Bogdan Bogdanovic,203992,26,18,3,1,4,0,35
"JAN 10, 2024",ATL,PHI,.vs PHI,W  139-132,Bogdan Bogdanovic,203992,28,15,2,4,2,0,36
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,Bogdan Bogdanovic,203992,25,10,5,2,3,0,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,Bogdan Bogdanovic,203992,24,14,3,2,3,0,38
"JAN 15, 2024",ATL,SAS,.vs SAS,W  109-99,Bogdan Bogdanovic,203992,26,5,2,1,1,0,39
"JAN 17, 2024",ATL,ORL,.vs ORL,W  106-104,Bogdan Bogdanovic,203992,24,12,4,1,1,1,40
"JAN 19, 2024",ATL,MIA,@ MIA,W  109-108,Bogdan Bogdanovic,203992,35,17,3,1,0,0,41
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,Bogdan Bogdanovic,203992,28,14,2,4,1,0,42
"JAN 22, 2024",ATL,SAC,@ SAC,L  107-122,Bogdan Bogdanovic,203992,34,18,2,4,0,0,43
"JAN 24, 2024",ATL,GSW,@ GSW,L  112-134,Bogdan Bogdanovic,203992,33,17,0,3,1,0,44
"JAN 26, 2024",ATL,DAL,.vs DAL,L  143-148,Bogdan Bogdanovic,203992,27,24,4,2,2,0,45
"JAN 28, 2024",ATL,TOR,.vs TOR,W  126-125,Bogdan Bogdanovic,203992,39,24,4,2,2,2,46
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,Bogdan Bogdanovic,203992,25,18,1,1,0,0,47
"FEB 02, 2024",ATL,PHX,.vs PHX,W  129-120,Bogdan Bogdanovic,203992,34,23,4,5,0,0,48
"FEB 03, 2024",ATL,GSW,.vs GSW,W  141-134,Bogdan Bogdanovic,203992,38,13,4,4,2,0,49
"FEB 05, 2024",ATL,LAC,.vs LAC,L  144-149,Bogdan Bogdanovic,203992,27,16,3,6,1,0,50
"FEB 07, 2024",ATL,BOS,@ BOS,L  117-125,Bogdan Bogdanovic,203992,35,12,6,3,1,0,51
"FEB 09, 2024",ATL,PHI,@ PHI,W  127-121,Bogdan Bogdanovic,203992,34,13,3,3,0,3,52
"FEB 10, 2024",ATL,HOU,.vs HOU,W  122-113,Bogdan Bogdanovic,203992,31,8,7,2,0,0,53
"FEB 12, 2024",ATL,CHI,.vs CHI,L  126-136,Bogdan Bogdanovic,203992,27,28,2,4,1,0,54
"FEB 14, 2024",ATL,CHA,@ CHA,L  99-122,Bogdan Bogdanovic,203992,29,12,5,4,1,0,55
"FEB 23, 2024",ATL,TOR,.vs TOR,L  121-123,Bogdan Bogdanovic,203992,29,14,4,5,2,0,56
"FEB 25, 2024",ATL,ORL,.vs ORL,W  109-92,Bogdan Bogdanovic,203992,36,17,5,3,1,0,57
"FEB 27, 2024",ATL,UTA,.vs UTA,W  124-97,Bogdan Bogdanovic,203992,33,19,3,3,2,2,58
"FEB 29, 2024",ATL,BKN,@ BKN,L  97-124,Bogdan Bogdanovic,203992,32,11,3,3,0,0,59
"MAR 02, 2024",ATL,BKN,@ BKN,L  102-114,Bogdan Bogdanovic,203992,35,13,6,1,1,0,60
"MAR 05, 2024",ATL,NYK,@ NYK,W  116-100,Bogdan Bogdanovic,203992,30,5,1,4,2,1,61
"MAR 06, 2024",ATL,CLE,.vs CLE,W  112-101,Bogdan Bogdanovic,203992,34,23,2,6,1,0,62
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,Dejounte Murray,1627749,33,11,2,6,0,0,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,Dejounte Murray,1627749,35,18,7,6,1,1,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Dejounte Murray,1627749,30,15,1,5,2,1,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,Dejounte Murray,1627749,39,41,7,5,2,0,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,Dejounte Murray,1627749,34,24,4,8,1,1,5
"NOV 04, 2023",ATL,NOP,@ NOP,W  123-105,Dejounte Murray,1627749,37,20,8,7,0,0,6
"NOV 06, 2023",ATL,OKC,@ OKC,L  117-126,Dejounte Murray,1627749,33,29,4,6,1,0,7
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,Dejounte Murray,1627749,33,16,3,2,2,0,8
"NOV 11, 2023",ATL,MIA,.vs MIA,L  109-117,Dejounte Murray,1627749,36,23,5,5,3,1,9
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,Dejounte Murray,1627749,37,32,5,10,3,0,10
"NOV 15, 2023",ATL,NYK,.vs NYK,L  114-116,Dejounte Murray,1627749,32,13,5,2,1,0,11
"NOV 17, 2023",ATL,PHI,.vs PHI,L  116-126,Dejounte Murray,1627749,35,13,1,3,1,0,12
"NOV 21, 2023",ATL,IND,.vs IND,L  152-157,Dejounte Murray,1627749,34,28,3,5,2,0,13
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,Dejounte Murray,1627749,39,20,6,8,2,0,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Dejounte Murray,1627749,27,11,5,10,4,0,15
"NOV 26, 2023",ATL,BOS,@ BOS,L  103-113,Dejounte Murray,1627749,34,6,4,3,0,0,16
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,Dejounte Murray,1627749,31,13,3,1,2,1,17
"NOV 30, 2023",ATL,SAS,@ SAS,W  137-135,Dejounte Murray,1627749,35,24,3,2,5,0,18
"DEC 02, 2023",ATL,MIL,@ MIL,L  121-132,Dejounte Murray,1627749,34,30,2,3,2,0,19
"DEC 06, 2023",ATL,BKN,.vs BKN,L  113-114,Dejounte Murray,1627749,32,13,10,9,1,0,20
"DEC 08, 2023",ATL,PHI,@ PHI,L  114-125,Dejounte Murray,1627749,36,20,4,9,1,0,21
"DEC 11, 2023",ATL,DEN,.vs DEN,L  122-129,Dejounte Murray,1627749,38,21,6,3,1,0,22
"DEC 13, 2023",ATL,TOR,@ TOR,L  128-135,Dejounte Murray,1627749,34,20,3,5,0,2,23
"DEC 15, 2023",ATL,TOR,@ TOR,W  125-104,Dejounte Murray,1627749,33,17,7,9,1,0,24
"DEC 16, 2023",ATL,CLE,@ CLE,L  119-127,Dejounte Murray,1627749,37,21,3,6,1,1,25
"DEC 18, 2023",ATL,DET,.vs DET,W  130-124,Dejounte Murray,1627749,33,20,3,3,1,1,26
"DEC 20, 2023",ATL,HOU,@ HOU,W  134-127,Dejounte Murray,1627749,35,21,3,5,0,1,27
"DEC 22, 2023",ATL,MIA,@ MIA,L  113-122,Dejounte Murray,1627749,34,24,8,6,3,0,28
"DEC 23, 2023",ATL,MEM,.vs MEM,L  119-125,Dejounte Murray,1627749,35,26,4,4,2,0,29
"DEC 26, 2023",ATL,CHI,@ CHI,L  113-118,Dejounte Murray,1627749,34,17,6,4,2,1,30
"DEC 29, 2023",ATL,SAC,.vs SAC,L  110-117,Dejounte Murray,1627749,37,18,6,3,1,0,31
"DEC 31, 2023",ATL,WAS,@ WAS,W  130-126,Dejounte Murray,1627749,34,32,6,3,0,0,32
"JAN 03, 2024",ATL,OKC,.vs OKC,W  141-138,Dejounte Murray,1627749,35,22,6,6,0,0,33
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Dejounte Murray,1627749,34,30,1,2,0,0,34
"JAN 07, 2024",ATL,ORL,@ ORL,L  110-117,Dejounte Murray,1627749,40,24,6,2,0,0,35
"JAN 10, 2024",ATL,PHI,.vs PHI,W  139-132,Dejounte Murray,1627749,38,25,5,5,1,0,36
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,Dejounte Murray,1627749,32,29,4,4,3,0,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,Dejounte Murray,1627749,31,13,5,3,0,0,38
"JAN 15, 2024",ATL,SAS,.vs SAS,W  109-99,Dejounte Murray,1627749,33,13,13,0,0,1,39
"JAN 17, 2024",ATL,ORL,.vs ORL,W  106-104,Dejounte Murray,1627749,36,26,5,5,2,0,40
"JAN 19, 2024",ATL,MIA,@ MIA,W  109-108,Dejounte Murray,1627749,40,22,3,11,2,0,41
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,Dejounte Murray,1627749,35,24,9,5,1,0,42
"JAN 22, 2024",ATL,SAC,@ SAC,L  107-122,Dejounte Murray,1627749,40,35,10,6,0,1,43
"JAN 24, 2024",ATL,GSW,@ GSW,L  112-134,Dejounte Murray,1627749,33,23,7,7,1,0,44
"JAN 26, 2024",ATL,DAL,.vs DAL,L  143-148,Dejounte Murray,1627749,37,22,5,7,0,0,45
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,Dejounte Murray,1627749,33,24,4,9,2,0,47
"FEB 02, 2024",ATL,PHX,.vs PHX,W  129-120,Dejounte Murray,1627749,39,22,8,5,1,0,48
"FEB 03, 2024",ATL,GSW,.vs GSW,W  141-134,Dejounte Murray,1627749,41,19,5,7,1,0,49
"FEB 05, 2024",ATL,LAC,.vs LAC,L  144-149,Dejounte Murray,1627749,34,21,5,7,0,0,50
"FEB 10, 2024",ATL,HOU,.vs HOU,W  122-113,Dejounte Murray,1627749,40,34,6,7,2,1,53
"FEB 12, 2024",ATL,CHI,.vs CHI,L  126-136,Dejounte Murray,1627749,34,17,5,9,2,0,54
"FEB 14, 2024",ATL,CHA,@ CHA,L  99-122,Dejounte Murray,1627749,32,13,7,4,1,2,55
"FEB 23, 2024",ATL,TOR,.vs TOR,L  121-123,Dejounte Murray,1627749,36,24,10,7,1,0,56
"FEB 25, 2024",ATL,ORL,.vs ORL,W  109-92,Dejounte Murray,1627749,39,25,9,11,2,0,57
"FEB 27, 2024",ATL,UTA,.vs UTA,W  124-97,Dejounte Murray,1627749,32,17,4,11,1,2,58
"FEB 29, 2024",ATL,BKN,@ BKN,L  97-124,Dejounte Murray,1627749,32,28,6,5,0,0,59
"MAR 02, 2024",ATL,BKN,@ BKN,L  102-114,Dejounte Murray,1627749,35,20,6,11,2,1,60
"MAR 05, 2024",ATL,NYK,@ NYK,W  116-100,Dejounte Murray,1627749,37,21,9,6,1,0,61
"MAR 06, 2024",ATL,CLE,.vs CLE,W  112-101,Dejounte Murray,1627749,39,18,2,9,2,0,62
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,Trae Young,1629027,36,23,1,9,1,0,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,Trae Young,1629027,35,18,3,12,3,0,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,Trae Young,1629027,32,20,3,11,1,0,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,Trae Young,1629027,35,24,1,8,1,0,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,Trae Young,1629027,35,23,3,10,2,0,5
"NOV 04, 2023",ATL,NOP,@ NOP,W  123-105,Trae Young,1629027,39,22,5,12,1,0,6
"NOV 06, 2023",ATL,OKC,@ OKC,L  117-126,Trae Young,1629027,36,22,4,11,1,0,7
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,Trae Young,1629027,34,41,4,8,3,0,8
"NOV 11, 2023",ATL,MIA,.vs MIA,L  109-117,Trae Young,1629027,38,27,2,11,1,0,9
"NOV 15, 2023",ATL,NYK,.vs NYK,L  114-116,Trae Young,1629027,34,15,1,17,2,0,11
"NOV 17, 2023",ATL,PHI,.vs PHI,L  116-126,Trae Young,1629027,37,22,2,13,1,0,12
"NOV 21, 2023",ATL,IND,.vs IND,L  152-157,Trae Young,1629027,39,38,1,8,3,0,13
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,Trae Young,1629027,40,43,4,9,2,0,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,Trae Young,1629027,30,26,6,10,2,0,15
"NOV 26, 2023",ATL,BOS,@ BOS,L  103-113,Trae Young,1629027,37,33,5,7,0,0,16
"NOV 28, 2023",ATL,CLE,@ CLE,L  105-128,Trae Young,1629027,32,13,1,10,1,0,17
"NOV 30, 2023",ATL,SAS,@ SAS,W  137-135,Trae Young,1629027,40,45,4,14,2,0,18
"DEC 02, 2023",ATL,MIL,@ MIL,L  121-132,Trae Young,1629027,37,32,2,12,2,0,19
"DEC 06, 2023",ATL,BKN,.vs BKN,L  113-114,Trae Young,1629027,37,30,1,9,0,2,20
"DEC 11, 2023",ATL,DEN,.vs DEN,L  122-129,Trae Young,1629027,26,19,1,9,1,0,22
"DEC 13, 2023",ATL,TOR,@ TOR,L  128-135,Trae Young,1629027,39,35,4,17,0,1,23
"DEC 15, 2023",ATL,TOR,@ TOR,W  125-104,Trae Young,1629027,36,38,5,11,1,0,24
"DEC 16, 2023",ATL,CLE,@ CLE,L  119-127,Trae Young,1629027,38,35,4,10,0,1,25
"DEC 18, 2023",ATL,DET,.vs DET,W  130-124,Trae Young,1629027,38,31,4,15,0,0,26
"DEC 20, 2023",ATL,HOU,@ HOU,W  134-127,Trae Young,1629027,36,30,4,14,1,0,27
"DEC 22, 2023",ATL,MIA,@ MIA,L  113-122,Trae Young,1629027,40,30,3,13,2,0,28
"DEC 23, 2023",ATL,MEM,.vs MEM,L  119-125,Trae Young,1629027,41,30,5,13,1,1,29
"DEC 26, 2023",ATL,CHI,@ CHI,L  113-118,Trae Young,1629027,40,21,2,13,1,0,30
"DEC 29, 2023",ATL,SAC,.vs SAC,L  110-117,Trae Young,1629027,38,24,3,9,4,0,31
"DEC 31, 2023",ATL,WAS,@ WAS,W  130-126,Trae Young,1629027,40,40,3,13,3,0,32
"JAN 03, 2024",ATL,OKC,.vs OKC,W  141-138,Trae Young,1629027,34,24,4,11,2,0,33
"JAN 05, 2024",ATL,IND,@ IND,L  116-150,Trae Young,1629027,28,13,2,6,2,0,34
"JAN 07, 2024",ATL,ORL,@ ORL,L  110-117,Trae Young,1629027,42,31,4,9,1,1,35
"JAN 10, 2024",ATL,PHI,.vs PHI,W  139-132,Trae Young,1629027,43,28,1,11,1,1,36
"JAN 12, 2024",ATL,IND,.vs IND,L  108-126,Trae Young,1629027,30,13,3,6,2,0,37
"JAN 13, 2024",ATL,WAS,.vs WAS,L  99-127,Trae Young,1629027,36,21,2,10,1,1,38
"JAN 15, 2024",ATL,SAS,.vs SAS,W  109-99,Trae Young,1629027,38,36,6,13,1,1,39
"JAN 17, 2024",ATL,ORL,.vs ORL,W  106-104,Trae Young,1629027,39,18,3,12,1,0,40
"JAN 20, 2024",ATL,CLE,.vs CLE,L  95-116,Trae Young,1629027,28,15,1,5,0,0,42
"JAN 26, 2024",ATL,DAL,.vs DAL,L  143-148,Trae Young,1629027,33,30,1,11,3,0,45
"JAN 28, 2024",ATL,TOR,.vs TOR,W  126-125,Trae Young,1629027,42,30,2,12,2,0,46
"JAN 30, 2024",ATL,LAL,.vs LAL,W  138-122,Trae Young,1629027,34,26,2,13,1,0,47
"FEB 02, 2024",ATL,PHX,.vs PHX,W  129-120,Trae Young,1629027,42,32,1,15,3,1,48
"FEB 03, 2024",ATL,GSW,.vs GSW,W  141-134,Trae Young,1629027,42,35,0,6,1,0,49
"FEB 05, 2024",ATL,LAC,.vs LAC,L  144-149,Trae Young,1629027,36,25,2,12,2,0,50
"FEB 07, 2024",ATL,BOS,@ BOS,L  117-125,Trae Young,1629027,38,20,2,10,1,0,51
"FEB 09, 2024",ATL,PHI,@ PHI,W  127-121,Trae Young,1629027,40,37,1,12,1,0,52
"FEB 10, 2024",ATL,HOU,.vs HOU,W  122-113,Trae Young,1629027,33,18,4,8,2,1,53
"FEB 12, 2024",ATL,CHI,.vs CHI,L  126-136,Trae Young,1629027,36,19,3,14,0,0,54
"FEB 14, 2024",ATL,CHA,@ CHA,L  99-122,Trae Young,1629027,34,12,2,12,0,0,55
"FEB 23, 2024",ATL,TOR,.vs TOR,L  121-123,Trae Young,1629027,35,11,3,7,0,0,56
"OCT 25, 2023",ATL,CHA,@ CHA,L  110-116,De'Andre Hunter,1629631,31,9,4,1,0,0,1
"OCT 27, 2023",ATL,NYK,.vs NYK,L  120-126,De'Andre Hunter,1629631,32,27,6,1,0,1,2
"OCT 29, 2023",ATL,MIL,@ MIL,W  127-110,De'Andre Hunter,1629631,24,15,3,1,4,0,3
"OCT 30, 2023",ATL,MIN,.vs MIN,W  127-113,De'Andre Hunter,1629631,30,16,4,2,1,0,4
"NOV 01, 2023",ATL,WAS,.vs WAS,W  130-121,De'Andre Hunter,1629631,33,23,7,3,2,0,5
"NOV 04, 2023",ATL,NOP,@ NOP,W  123-105,De'Andre Hunter,1629631,30,4,5,1,0,1,6
"NOV 06, 2023",ATL,OKC,@ OKC,L  117-126,De'Andre Hunter,1629631,33,8,2,0,0,0,7
"NOV 09, 2023",ATL,ORL,@ ORL,W  120-119,De'Andre Hunter,1629631,26,12,0,1,1,1,8
"NOV 11, 2023",ATL,MIA,.vs MIA,L  109-117,De'Andre Hunter,1629631,36,10,5,2,1,1,9
"NOV 14, 2023",ATL,DET,@ DET,W  126-120,De'Andre Hunter,1629631,35,16,5,5,1,0,10
"NOV 15, 2023",ATL,NYK,.vs NYK,L  114-116,De'Andre Hunter,1629631,26,5,2,1,0,0,11
"NOV 17, 2023",ATL,PHI,.vs PHI,L  116-126,De'Andre Hunter,1629631,18,9,1,0,0,0,12
"NOV 21, 2023",ATL,IND,.vs IND,L  152-157,De'Andre Hunter,1629631,27,7,4,1,1,0,13
"NOV 22, 2023",ATL,BKN,.vs BKN,W  147-145,De'Andre Hunter,1629631,39,25,11,0,1,2,14
"NOV 25, 2023",ATL,WAS,@ WAS,W  136-108,De'Andre Hunter,1629631,31,20,4,0,2,0,15
"NOV 26, 2023",ATL,BOS,@ BOS,L  103-113,De'Andre Hunter,1629631,40,24,4,2,1,1,16
